"id1","id2","X_firstname_","X_lastname_","X_email_","X_addr1_","X_addr2_","X_cityname_","X_postcode_","X_county_","X_nis_","X_b_year_","X_b_month_","X_b_day_","is_match"
66214,83857,0,0,0,0,0,0,0,0,0,1,1,1,0
58962,61266,0,0,0,0,0,0,0,1,0,1,1,1,0
44358,97382,0,0,0,0,0,0,1,0,0,1,1,1,0
69497,84585,0,0,0,0,0,0,1,0,1,1,1,1,0
31579,74046,0,0,0,0,0,0,1,1,0,1,1,1,0
621,35752,0,0,0,0,0,0,1,1,1,1,1,1,0
4152,79777,0,0,0,0,0,1,0,0,0,1,1,1,0
37436,80010,0,0,0,0,0,1,0,1,0,1,1,1,0
66411,83535,0,0,0,0,0,1,1,0,0,1,1,1,0
32277,67515,0,0,0,0,0,1,1,0,1,1,1,1,0
61050,62422,0,0,0,0,0,1,1,1,0,1,1,1,0
81870,94073,0,0,0,0,1,0,0,0,0,1,1,1,0
562,29371,0,0,0,0,1,0,0,1,0,1,1,1,0
10289,42176,0,0,0,0,1,0,1,0,0,1,1,1,0
11506,89212,0,0,0,0,1,0,1,0,1,1,1,1,0
46695,69105,0,0,0,0,1,0,1,1,0,1,1,1,0
1404,75780,0,0,0,0,1,1,0,0,0,1,1,1,0
6393,61135,0,0,0,1,0,0,0,0,0,1,1,1,0
32413,70554,0,0,0,1,0,0,0,1,0,1,1,1,0
25364,73121,0,0,0,1,0,0,1,0,0,1,1,1,0
21619,71409,0,0,0,1,0,0,1,0,1,1,1,1,0
72978,97281,0,0,0,1,0,0,1,1,0,1,1,1,0
30716,93324,0,0,0,1,0,1,0,0,0,1,1,1,0
17131,47354,0,0,0,1,1,0,0,0,0,1,1,1,0
7141,21426,0,0,0,1,1,1,0,0,0,1,1,1,0
19749,58360,0,0,1,0,0,0,0,0,0,1,1,1,0
71758,97616,0,0,1,0,0,0,0,1,0,1,1,1,0
26553,71384,0,0,1,0,0,0,1,0,0,1,1,1,0
27327,87558,0,0,1,0,0,0,1,0,1,1,1,1,0
80537,84283,0,0,1,0,0,0,1,1,0,1,1,1,0
47644,83185,0,0,1,0,0,1,0,0,0,1,1,1,0
92718,94800,0,0,1,0,1,0,0,0,0,1,1,1,0
16262,70688,0,0,1,1,0,0,0,0,0,1,1,1,0
40377,73596,0,0,1,1,0,0,0,1,0,1,1,1,0
29106,54280,0,0,1,1,0,0,1,0,0,1,1,1,0
15631,44850,0,1,0,0,0,0,0,0,0,0,0,0,0
56924,57611,0,1,0,0,0,0,0,0,0,0,0,1,0
63658,67244,0,1,0,0,0,0,0,0,0,0,1,0,0
34808,73378,0,1,0,0,0,0,0,0,0,0,1,1,0
48052,89986,0,1,0,0,0,0,0,0,0,1,0,0,0
12047,74289,0,1,0,0,0,0,0,0,0,1,0,1,0
26491,74142,0,1,0,0,0,0,0,0,0,1,1,0,0
30048,35837,0,1,0,0,0,0,0,0,0,1,1,1,0
47271,91119,0,1,0,0,0,0,0,0,0,NA,NA,NA,0
25239,98631,0,1,0,0,0,0,0,0,1,0,0,0,0
